time_period,time_identifier,geographic_level,country_code,country_name,gender,age,mode_of_study,t_students
202122,Academic year,National,S92000003,Scotland,Male,22,Total,3685
202122,Academic year,National,S92000003,Scotland,Male,23,Total,3005
202122,Academic year,National,S92000003,Scotland,Male,24,Total,2620
202122,Academic year,National,S92000003,Scotland,Male,25,Total,2165
202122,Academic year,National,S92000003,Scotland,Male,26,Total,2160
202122,Academic year,National,S92000003,Scotland,Male,27,Total,1925
202122,Academic year,National,S92000003,Scotland,Male,28,Total,1905
202122,Academic year,National,S92000003,Scotland,Male,29,Total,1850
202122,Academic year,National,S92000003,Scotland,Male,30+,Total,35160
202122,Academic year,National,S92000003,Scotland,Male,Total,Total,128040
202122,Academic year,National,S92000003,Scotland,Male,Unknown,Total,0
202122,Academic year,National,S92000003,Scotland,Total,<16,Total,50250
202122,Academic year,National,S92000003,Scotland,Total,16,Total,19655
202122,Academic year,National,S92000003,Scotland,Total,17,Total,20570
202122,Academic year,National,S92000003,Scotland,Total,18,Total,16200
202122,Academic year,National,S92000003,Scotland,Total,19,Total,12710
202122,Academic year,National,S92000003,Scotland,Total,20,Total,9450
202122,Academic year,National,S92000003,Scotland,Total,21,Total,7600
202122,Academic year,National,S92000003,Scotland,Total,22,Total,6410
202122,Academic year,National,S92000003,Scotland,Total,23,Total,5630
202122,Academic year,National,S92000003,Scotland,Total,24,Total,5365
202122,Academic year,National,S92000003,Scotland,Total,25,Total,4655
202122,Academic year,National,S92000003,Scotland,Total,26,Total,4775
202122,Academic year,National,S92000003,Scotland,Total,27,Total,4465
202122,Academic year,National,S92000003,Scotland,Total,28,Total,4420
202122,Academic year,National,S92000003,Scotland,Total,29,Total,4470
202122,Academic year,National,S92000003,Scotland,Total,30+,Total,91795
202122,Academic year,National,S92000003,Scotland,Total,Total,Total,268425
202122,Academic year,National,S92000003,Scotland,Total,Unknown,Total,0
202122,Academic year,National,W92000004,Wales,Female,<16,Total,70
202122,Academic year,National,W92000004,Wales,Female,16,Total,8240
202122,Academic year,National,W92000004,Wales,Female,17,Total,6860
202122,Academic year,National,W92000004,Wales,Female,18,Total,3430
202122,Academic year,National,W92000004,Wales,Female,19,Total,1915
202122,Academic year,National,W92000004,Wales,Female,20,Total,1360
202122,Academic year,National,W92000004,Wales,Female,21,Total,1265
202122,Academic year,National,W92000004,Wales,Female,22,Total,1200
202122,Academic year,National,W92000004,Wales,Female,23,Total,1300
202122,Academic year,National,W92000004,Wales,Female,24,Total,1295
202122,Academic year,National,W92000004,Wales,Female,25,Total,1275
202122,Academic year,National,W92000004,Wales,Female,26,Total,1160
202122,Academic year,National,W92000004,Wales,Female,27,Total,1190
202122,Academic year,National,W92000004,Wales,Female,28,Total,1215
202122,Academic year,National,W92000004,Wales,Female,29,Total,1265
202122,Academic year,National,W92000004,Wales,Female,30+,Total,27305
202122,Academic year,National,W92000004,Wales,Female,Total,Total,60355
202122,Academic year,National,W92000004,Wales,Female,Unknown,Total,10
202122,Academic year,National,W92000004,Wales,Male,<16,Total,135
202122,Academic year,National,W92000004,Wales,Male,16,Total,9295
202122,Academic year,National,W92000004,Wales,Male,17,Total,8155
202122,Academic year,National,W92000004,Wales,Male,18,Total,4850
202122,Academic year,National,W92000004,Wales,Male,19,Total,3250
202122,Academic year,National,W92000004,Wales,Male,20,Total,2340
202122,Academic year,National,W92000004,Wales,Male,21,Total,1890
202122,Academic year,National,W92000004,Wales,Male,22,Total,1560
202122,Academic year,National,W92000004,Wales,Male,23,Total,1375
202122,Academic year,National,W92000004,Wales,Male,24,Total,1270
202122,Academic year,National,W92000004,Wales,Male,25,Total,1185
202122,Academic year,National,W92000004,Wales,Male,26,Total,1120
202122,Academic year,National,W92000004,Wales,Male,27,Total,1085
202122,Academic year,National,W92000004,Wales,Male,28,Total,1040
202122,Academic year,National,W92000004,Wales,Male,29,Total,1015
202122,Academic year,National,W92000004,Wales,Male,30+,Total,18915
202122,Academic year,National,W92000004,Wales,Male,Total,Total,58475
202122,Academic year,National,W92000004,Wales,Male,Unknown,Total,5
202122,Academic year,National,W92000004,Wales,Total,<16,Total,205
202122,Academic year,National,W92000004,Wales,Total,16,Total,17705
202122,Academic year,National,W92000004,Wales,Total,17,Total,15110
202122,Academic year,National,W92000004,Wales,Total,18,Total,8320
202122,Academic year,National,W92000004,Wales,Total,19,Total,5185
202122,Academic year,National,W92000004,Wales,Total,20,Total,3705
202122,Academic year,National,W92000004,Wales,Total,21,Total,3165
202122,Academic year,National,W92000004,Wales,Total,22,Total,2770
202122,Academic year,National,W92000004,Wales,Total,23,Total,2685
202122,Academic year,National,W92000004,Wales,Total,24,Total,2570
202122,Academic year,National,W92000004,Wales,Total,25,Total,2465
202122,Academic year,National,W92000004,Wales,Total,26,Total,2295
202122,Academic year,National,W92000004,Wales,Total,27,Total,2280
202122,Academic year,National,W92000004,Wales,Total,28,Total,2260
202122,Academic year,National,W92000004,Wales,Total,29,Total,2285
202122,Academic year,National,W92000004,Wales,Total,30+,Total,46280
202122,Academic year,National,W92000004,Wales,Total,Total,Total,119300
202122,Academic year,National,W92000004,Wales,Total,Unknown,Total,15
202122,Academic year,National,K02000001,United Kingdom,Female,<16,Total,28730
202122,Academic year,National,K02000001,United Kingdom,Female,16,Total,188470
202122,Academic year,National,K02000001,United Kingdom,Female,17,Total,170685
202122,Academic year,National,K02000001,United Kingdom,Female,18,Total,83560
202122,Academic year,National,K02000001,United Kingdom,Female,19,Total,51940
202122,Academic year,National,K02000001,United Kingdom,Female,20,Total,39915
202122,Academic year,National,K02000001,United Kingdom,Female,21,Total,36005
202122,Academic year,National,K02000001,United Kingdom,Female,22,Total,35580
202122,Academic year,National,K02000001,United Kingdom,Female,23,Total,34960
202122,Academic year,National,K02000001,United Kingdom,Female,24,Total,34170
202122,Academic year,National,K02000001,United Kingdom,Female,25,Total,31610
202122,Academic year,National,K02000001,United Kingdom,Female,26,Total,31620
202122,Academic year,National,K02000001,United Kingdom,Female,27,Total,31760
202122,Academic year,National,K02000001,United Kingdom,Female,28,Total,31615
202122,Academic year,National,K02000001,United Kingdom,Female,29,Total,33060
202122,Academic year,National,K02000001,United Kingdom,Female,30+,Total,797480
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1661450
202122,Academic year,National,K02000001,United Kingdom,Female,Unknown,Total,285
202122,Academic year,National,K02000001,United Kingdom,Male,<16,Total,28505
202122,Academic year,National,K02000001,United Kingdom,Male,16,Total,205625
202122,Academic year,National,K02000001,United Kingdom,Male,17,Total,189310
202122,Academic year,National,K02000001,United Kingdom,Male,18,Total,109650
202122,Academic year,National,K02000001,United Kingdom,Male,19,Total,76030
202122,Academic year,National,K02000001,United Kingdom,Male,20,Total,58685
202122,Academic year,National,K02000001,United Kingdom,Male,21,Total,49065
202122,Academic year,National,K02000001,United Kingdom,Male,22,Total,41120
202122,Academic year,National,K02000001,United Kingdom,Male,23,Total,35025
202122,Academic year,National,K02000001,United Kingdom,Male,24,Total,30915
202122,Academic year,National,K02000001,United Kingdom,Male,25,Total,26365
202122,Academic year,National,K02000001,United Kingdom,Male,26,Total,23680
202122,Academic year,National,K02000001,United Kingdom,Male,27,Total,22515
202122,Academic year,National,K02000001,United Kingdom,Male,28,Total,21305
202122,Academic year,National,K02000001,United Kingdom,Male,29,Total,21035
202122,Academic year,National,K02000001,United Kingdom,Male,30+,Total,385010
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1323905
202122,Academic year,National,K02000001,United Kingdom,Male,Unknown,Total,75
202122,Academic year,National,K02000001,United Kingdom,Total,<16,Total,58525
202122,Academic year,National,K02000001,United Kingdom,Total,16,Total,394630
202122,Academic year,National,K02000001,United Kingdom,Total,17,Total,360415
202122,Academic year,National,K02000001,United Kingdom,Total,18,Total,193460
202122,Academic year,National,K02000001,United Kingdom,Total,19,Total,128125
202122,Academic year,National,K02000001,United Kingdom,Total,20,Total,98710
202122,Academic year,National,K02000001,United Kingdom,Total,21,Total,85160
202122,Academic year,National,K02000001,United Kingdom,Total,22,Total,76785
202122,Academic year,National,K02000001,United Kingdom,Total,23,Total,70065
202122,Academic year,National,K02000001,United Kingdom,Total,24,Total,65155
202122,Academic year,National,K02000001,United Kingdom,Total,25,Total,58035
202122,Academic year,National,K02000001,United Kingdom,Total,26,Total,55360
202122,Academic year,National,K02000001,United Kingdom,Total,27,Total,54370
202122,Academic year,National,K02000001,United Kingdom,Total,28,Total,52995
202122,Academic year,National,K02000001,United Kingdom,Total,29,Total,54175
202122,Academic year,National,K02000001,United Kingdom,Total,30+,Total,1183785
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,2990120
202122,Academic year,National,K02000001,United Kingdom,Total,Unknown,Total,360
202021,Academic year,National,E92000001,England,Female,Total,Total,1393660
202021,Academic year,National,E92000001,England,Male,Total,Total,1086905
202021,Academic year,National,E92000001,England,Total,Total,Total,2480570
202021,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,19650
202021,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,21755
202021,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,41400
201920,Academic year,National,E92000001,England,Female,Total,Total,1452895
201920,Academic year,National,E92000001,England,Male,Total,Total,1126975
201920,Academic year,National,E92000001,England,Total,Total,Total,2579870
201920,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,22645
201920,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,24845
201920,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,47490
201819,Academic year,National,E92000001,England,Female,Total,Total,1625120
201819,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,24250
201819,Academic year,National,S92000003,Scotland,Female,Total,Total,136580
201819,Academic year,National,E92000001,England,Male,Total,Total,1304495
201819,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,26945
201819,Academic year,National,S92000003,Scotland,Male,Total,Total,134470
201819,Academic year,National,E92000001,England,Total,Total,Total,2929620
201819,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,51190
201819,Academic year,National,S92000003,Scotland,Total,Total,Total,272325
201516,Academic year,National,E92000001,England,Total,Total,Total,3281670
201516,Academic year,National,W92000004,Wales,Total,Total,Total,145855
201516,Academic year,National,S92000003,Scotland,Total,Total,Total,221780
201516,Academic year,National,E92000001,England,Male,Total,Total,1486955
201516,Academic year,National,W92000004,Wales,Male,Total,Total,66570
201516,Academic year,National,S92000003,Scotland,Male,Total,Total,109050
201516,Academic year,National,E92000001,England,Female,Total,Total,1794705
201516,Academic year,National,W92000004,Wales,Female,Total,Total,79290
201516,Academic year,National,S92000003,Scotland,Female,Total,Total,112665
201516,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,29610
201516,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,29615
201516,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,59225
201617,Academic year,National,E92000001,England,Total,Total,Total,3157830
201617,Academic year,National,W92000004,Wales,Total,Total,Total,136240
201617,Academic year,National,S92000003,Scotland,Total,Total,Total,233145
201617,Academic year,National,E92000001,England,Male,Total,Total,1433605
201617,Academic year,National,W92000004,Wales,Male,Total,Total,64635
201617,Academic year,National,S92000003,Scotland,Male,Total,Total,117955
201617,Academic year,National,E92000001,England,Female,Total,Total,1724220
201617,Academic year,National,W92000004,Wales,Female,Total,Total,71595
201617,Academic year,National,S92000003,Scotland,Female,Total,Total,114940
201617,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,28880
201617,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,27760
201617,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,56640
201718,Academic year,National,E92000001,England,Total,Total,Total,3067510
201718,Academic year,National,W92000004,Wales,Total,Total,Total,118325
201718,Academic year,National,S92000003,Scotland,Total,Total,Total,246765
201718,Academic year,National,E92000001,England,Male,Total,Total,1386765
201718,Academic year,National,W92000004,Wales,Male,Total,Total,56555
201718,Academic year,National,S92000003,Scotland,Male,Total,Total,120340
201718,Academic year,National,E92000001,England,Female,Total,Total,1680740
201718,Academic year,National,W92000004,Wales,Female,Total,Total,61725
201718,Academic year,National,S92000003,Scotland,Female,Total,Total,125745
201718,Academic year,National,N92000002,Northern Ireland,Male,Total,Total,27190
201718,Academic year,National,N92000002,Northern Ireland,Female,Total,Total,26325
201718,Academic year,National,N92000002,Northern Ireland,Total,Total,Total,53515
201516,Academic year,National,K02000001,United Kingdom,Female,Total,Total,2016275
201617,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1938515
201718,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1894535
201516,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1692185
201617,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1645075
201718,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1590845
201516,Academic year,National,K02000001,United Kingdom,Total,Total,Total,3708530
201617,Academic year,National,K02000001,United Kingdom,Total,Total,Total,3583855
201718,Academic year,National,K02000001,United Kingdom,Total,Total,Total,3486115
201920,Academic year,National,S92000003,Scotland,Female,Total,Total,128025
201920,Academic year,National,S92000003,Scotland,Male,Total,Total,119755
201920,Academic year,National,S92000003,Scotland,Total,Total,Total,249075
202021,Academic year,National,S92000003,Scotland,Female,Total,Total,112400
202021,Academic year,National,S92000003,Scotland,Male,Total,Total,108555
202021,Academic year,National,S92000003,Scotland,Total,Total,Total,222860
201819,Academic year,National,W92000004,Wales,Female,Total,Total,63665
201819,Academic year,National,W92000004,Wales,Male,Total,Total,58075
201819,Academic year,National,W92000004,Wales,Total,Total,Total,121825
201920,Academic year,National,W92000004,Wales,Female,Total,Total,59000
201920,Academic year,National,W92000004,Wales,Male,Total,Total,52955
201920,Academic year,National,W92000004,Wales,Total,Total,Total,112095
202021,Academic year,National,W92000004,Wales,Female,Total,Total,56470
202021,Academic year,National,W92000004,Wales,Male,Total,Total,51755
202021,Academic year,National,W92000004,Wales,Total,Total,Total,108520
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1849615
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1523985
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Total,3374960
201920,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1662565
201920,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1324535
201920,Academic year,National,K02000001,United Kingdom,Total,Total,Total,2988530
202021,Academic year,National,K02000001,United Kingdom,Female,Total,Total,1582180
202021,Academic year,National,K02000001,United Kingdom,Male,Total,Total,1268970
202021,Academic year,National,K02000001,United Kingdom,Total,Total,Total,2853350
202122,Academic year,National,E92000001,England,Female,<16,Full-time,x
202122,Academic year,National,E92000001,England,Female,16,Full-time,x
202122,Academic year,National,E92000001,England,Female,17,Full-time,x
202122,Academic year,National,E92000001,England,Female,18,Full-time,x
202122,Academic year,National,E92000001,England,Female,19,Full-time,x
202122,Academic year,National,E92000001,England,Female,20,Full-time,x
202122,Academic year,National,E92000001,England,Female,21,Full-time,x
202122,Academic year,National,E92000001,England,Female,22,Full-time,x
202122,Academic year,National,E92000001,England,Female,23,Full-time,x
202122,Academic year,National,E92000001,England,Female,24,Full-time,x
202122,Academic year,National,E92000001,England,Female,25,Full-time,x
202122,Academic year,National,E92000001,England,Female,26,Full-time,x
202122,Academic year,National,E92000001,England,Female,27,Full-time,x
202122,Academic year,National,E92000001,England,Female,28,Full-time,x
202122,Academic year,National,E92000001,England,Female,29,Full-time,x
202122,Academic year,National,E92000001,England,Female,30+,Full-time,x
202122,Academic year,National,E92000001,England,Female,Total,Full-time,x
202122,Academic year,National,E92000001,England,Female,Unknown,Full-time,x
202122,Academic year,National,E92000001,England,Male,<16,Full-time,x
202122,Academic year,National,E92000001,England,Male,16,Full-time,x
202122,Academic year,National,E92000001,England,Male,17,Full-time,x
202122,Academic year,National,E92000001,England,Male,18,Full-time,x
202122,Academic year,National,E92000001,England,Male,19,Full-time,x
202122,Academic year,National,E92000001,England,Male,20,Full-time,x
202122,Academic year,National,E92000001,England,Male,21,Full-time,x
202122,Academic year,National,E92000001,England,Male,22,Full-time,x
202122,Academic year,National,E92000001,England,Male,23,Full-time,x
202122,Academic year,National,E92000001,England,Male,24,Full-time,x
202122,Academic year,National,E92000001,England,Male,25,Full-time,x
202122,Academic year,National,E92000001,England,Male,26,Full-time,x
202122,Academic year,National,E92000001,England,Male,27,Full-time,x
202122,Academic year,National,E92000001,England,Male,28,Full-time,x
202122,Academic year,National,E92000001,England,Male,29,Full-time,x
202122,Academic year,National,E92000001,England,Male,30+,Full-time,x
202122,Academic year,National,E92000001,England,Male,Total,Full-time,x
202122,Academic year,National,E92000001,England,Male,Unknown,Full-time,x
202122,Academic year,National,E92000001,England,Total,<16,Full-time,x
202122,Academic year,National,E92000001,England,Total,16,Full-time,x
202122,Academic year,National,E92000001,England,Total,17,Full-time,x
202122,Academic year,National,E92000001,England,Total,18,Full-time,x
202122,Academic year,National,E92000001,England,Total,19,Full-time,x
202122,Academic year,National,E92000001,England,Total,20,Full-time,x
202122,Academic year,National,E92000001,England,Total,21,Full-time,x
202122,Academic year,National,E92000001,England,Total,22,Full-time,x
202122,Academic year,National,E92000001,England,Total,23,Full-time,x
202122,Academic year,National,E92000001,England,Total,24,Full-time,x
202122,Academic year,National,E92000001,England,Total,25,Full-time,x
202122,Academic year,National,E92000001,England,Total,26,Full-time,x
202122,Academic year,National,E92000001,England,Total,27,Full-time,x
202122,Academic year,National,E92000001,England,Total,28,Full-time,x
202122,Academic year,National,E92000001,England,Total,29,Full-time,x
202122,Academic year,National,E92000001,England,Total,30+,Full-time,x
202122,Academic year,National,E92000001,England,Total,Total,Full-time,x
202122,Academic year,National,E92000001,England,Total,Unknown,Full-time,x
202122,Academic year,National,E92000001,England,Female,<16,Part-time,x
202122,Academic year,National,E92000001,England,Female,16,Part-time,x
202122,Academic year,National,E92000001,England,Female,17,Part-time,x
202122,Academic year,National,E92000001,England,Female,18,Part-time,x
202122,Academic year,National,E92000001,England,Female,19,Part-time,x
202122,Academic year,National,E92000001,England,Female,20,Part-time,x
202122,Academic year,National,E92000001,England,Female,21,Part-time,x
202122,Academic year,National,E92000001,England,Female,22,Part-time,x
202122,Academic year,National,E92000001,England,Female,23,Part-time,x
202122,Academic year,National,E92000001,England,Female,24,Part-time,x
202122,Academic year,National,E92000001,England,Female,25,Part-time,x
202122,Academic year,National,E92000001,England,Female,26,Part-time,x
202122,Academic year,National,E92000001,England,Female,27,Part-time,x
202122,Academic year,National,E92000001,England,Female,28,Part-time,x
202122,Academic year,National,E92000001,England,Female,29,Part-time,x
202122,Academic year,National,E92000001,England,Female,30+,Part-time,x
202122,Academic year,National,E92000001,England,Female,Total,Part-time,x
202122,Academic year,National,E92000001,England,Female,Unknown,Part-time,x
202122,Academic year,National,E92000001,England,Male,<16,Part-time,x
202122,Academic year,National,E92000001,England,Male,16,Part-time,x
202122,Academic year,National,E92000001,England,Male,17,Part-time,x
202122,Academic year,National,E92000001,England,Male,18,Part-time,x
202122,Academic year,National,E92000001,England,Male,19,Part-time,x
202122,Academic year,National,E92000001,England,Male,20,Part-time,x
202122,Academic year,National,E92000001,England,Male,21,Part-time,x
202122,Academic year,National,E92000001,England,Male,22,Part-time,x
202122,Academic year,National,E92000001,England,Male,23,Part-time,x
202122,Academic year,National,E92000001,England,Male,24,Part-time,x
202122,Academic year,National,E92000001,England,Male,25,Part-time,x
202122,Academic year,National,E92000001,England,Male,26,Part-time,x
202122,Academic year,National,E92000001,England,Male,27,Part-time,x
202122,Academic year,National,E92000001,England,Male,28,Part-time,x
202122,Academic year,National,E92000001,England,Male,29,Part-time,x
202122,Academic year,National,E92000001,England,Male,30+,Part-time,x
202122,Academic year,National,E92000001,England,Male,Total,Part-time,x
202122,Academic year,National,E92000001,England,Male,Unknown,Part-time,x
202122,Academic year,National,E92000001,England,Total,<16,Part-time,x
202122,Academic year,National,E92000001,England,Total,16,Part-time,x
202122,Academic year,National,E92000001,England,Total,17,Part-time,x
202122,Academic year,National,E92000001,England,Total,18,Part-time,x
202122,Academic year,National,E92000001,England,Total,19,Part-time,x
202122,Academic year,National,E92000001,England,Total,20,Part-time,x
202122,Academic year,National,E92000001,England,Total,21,Part-time,x
202122,Academic year,National,E92000001,England,Total,22,Part-time,x
202122,Academic year,National,E92000001,England,Total,23,Part-time,x
202122,Academic year,National,E92000001,England,Total,24,Part-time,x
202122,Academic year,National,E92000001,England,Total,25,Part-time,x
202122,Academic year,National,E92000001,England,Total,26,Part-time,x
202122,Academic year,National,E92000001,England,Total,27,Part-time,x
202122,Academic year,National,E92000001,England,Total,28,Part-time,x
202122,Academic year,National,E92000001,England,Total,29,Part-time,x
202122,Academic year,National,E92000001,England,Total,30+,Part-time,x
202122,Academic year,National,E92000001,England,Total,Total,Part-time,x
202122,Academic year,National,E92000001,England,Total,Unknown,Part-time,x
202122,Academic year,National,E92000001,England,Female,<16,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,16,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,17,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,18,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,19,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,20,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,21,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,22,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,23,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,24,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,25,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,26,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,27,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,28,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,29,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,30+,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,Total,Work-based learning,x
202122,Academic year,National,E92000001,England,Female,Unknown,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,<16,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,16,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,17,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,18,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,19,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,20,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,21,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,22,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,23,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,24,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,25,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,26,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,27,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,28,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,29,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,30+,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,Total,Work-based learning,x
202122,Academic year,National,E92000001,England,Male,Unknown,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,<16,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,16,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,17,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,18,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,19,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,20,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,21,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,22,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,23,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,24,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,25,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,26,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,27,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,28,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,29,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,30+,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,Total,Work-based learning,x
202122,Academic year,National,E92000001,England,Total,Unknown,Work-based learning,x
