time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,phase,age,gender,t_pupils
201516,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Female,285063
201516,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Male,301884
201516,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Total,586947
201516,Academic year,National,E92000001,England,,,Nursery,Total,Female,20800
201516,Academic year,National,E92000001,England,,,Nursery,Total,Male,22929
201516,Academic year,National,E92000001,England,,,Nursery,Total,Total,43729
201516,Academic year,National,E92000001,England,,,Primary,Total,Female,2263074
201516,Academic year,National,E92000001,England,,,Primary,Total,Male,2352098
201516,Academic year,National,E92000001,England,,,Primary,Total,Total,4615172
201516,Academic year,National,E92000001,England,,,Secondary,Total,Female,1588667
201516,Academic year,National,E92000001,England,,,Secondary,Total,Male,1604751
201516,Academic year,National,E92000001,England,,,Secondary,Total,Total,3193418
201516,Academic year,National,E92000001,England,,,Special,Total,Female,34427
201516,Academic year,National,E92000001,England,,,Special,Total,Male,85951
201516,Academic year,National,E92000001,England,,,Special,Total,Total,120378
201516,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Female,5330
201516,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Male,5311
201516,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,10641
201516,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1646
201516,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1718
201516,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,3364
201516,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,108785
201516,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,112219
201516,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,221004
201516,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,77374
201516,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,77765
201516,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,155139
201516,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2164
201516,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,5711
201516,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,7875
201516,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,22216
201516,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,24568
201516,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Total,46784
201516,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Female,3120
201516,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Male,3361
201516,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Total,6481
201516,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Female,312634
201516,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Male,325510
201516,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Total,638144
201516,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Female,205409
201516,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Male,206966
201516,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Total,412375
201516,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Female,4999
201516,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Male,12825
201516,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Total,17824
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Female,15763
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Male,16318
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Total,32081
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Female,1492
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Male,1582
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Total,3074
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Female,237608
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Male,247082
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Total,484690
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Female,157854
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Male,159319
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Total,317173
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Female,3022
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Male,7192
201516,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Total,10214
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Female,14925
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Male,16265
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Total,31190
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Female,1548
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Male,1585
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Total,3133
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Female,192698
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Male,200361
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Total,393059
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Female,137953
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Male,139706
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Total,277659
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Female,2624
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Male,6566
201516,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Total,9190
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Female,21241
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Male,22708
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Total,43949
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Female,2913
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Male,3360
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Total,6273
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Female,251485
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Male,260780
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Total,512265
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Female,177667
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Male,179510
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Total,357177
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Female,4599
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Male,11876
201516,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Total,16475
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Female,32066
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Male,35407
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Total,67473
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Female,2465
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Male,2740
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Total,5205
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Female,246478
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Male,257014
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Total,503492
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Female,184498
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Male,186261
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Total,370759
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Female,3631
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Male,8507
201516,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Total,12138
201516,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Female,73654
201516,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Male,74711
201516,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Total,148365
201516,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Female,4290
201516,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Male,4990
201516,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Total,9280
201516,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Female,365853
201516,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Male,379053
201516,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Total,744906
201516,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Female,246521
201516,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Male,245832
201516,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Total,492353
201516,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Female,5288
201516,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Male,12553
201516,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Total,17841
201516,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Female,72614
201516,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Male,78888
201516,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Total,151502
201516,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Female,2206
201516,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Male,2327
201516,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Total,4533
201516,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Female,348050
201516,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Male,362519
201516,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Total,710569
201516,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Female,247033
201516,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Male,253230
201516,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Total,500263
201516,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Female,5406
201516,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Male,14014
201516,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Total,19420
201516,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Female,27254
201516,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Male,27708
201516,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Total,54962
201516,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Female,1120
201516,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Male,1266
201516,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Total,2386
201516,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Female,199483
201516,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Male,207560
201516,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Total,407043
201516,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Female,154358
201516,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Male,156162
201516,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Total,310520
201516,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Female,2694
201516,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Male,6707
201516,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Total,9401
201617,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Female,284987
201617,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Male,302037
201617,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Total,587024
201617,Academic year,National,E92000001,England,,,Nursery,Total,Female,20749
201617,Academic year,National,E92000001,England,,,Nursery,Total,Male,23037
201617,Academic year,National,E92000001,England,,,Nursery,Total,Total,43786
201617,Academic year,National,E92000001,England,,,Primary,Total,Female,2299129
201617,Academic year,National,E92000001,England,,,Primary,Total,Male,2390529
201617,Academic year,National,E92000001,England,,,Primary,Total,Total,4689658
201617,Academic year,National,E92000001,England,,,Secondary,Total,Female,1604133
201617,Academic year,National,E92000001,England,,,Secondary,Total,Male,1618956
201617,Academic year,National,E92000001,England,,,Secondary,Total,Total,3223089
201617,Academic year,National,E92000001,England,,,Special,Total,Female,35378
201617,Academic year,National,E92000001,England,,,Special,Total,Male,90145
201617,Academic year,National,E92000001,England,,,Special,Total,Total,125523
201617,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Female,5284
201617,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Male,5312
201617,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,10596
201617,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1604
201617,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1764
201617,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,3368
201617,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,109927
201617,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,113572
201617,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,223499
201617,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,77537
201617,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,77579
201617,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,155116
201617,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2186
201617,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,5930
201617,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,8116
201617,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,22417
201617,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,24666
201617,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Total,47083
201617,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Female,3066
201617,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Male,3304
201617,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Total,6370
201617,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Female,318032
201617,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Male,330680
201617,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Total,648712
201617,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Female,206986
201617,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Male,209102
201617,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Total,416088
201617,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Female,5092
201617,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Male,13560
201617,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Total,18652
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Female,15306
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Male,15876
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Total,31182
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Female,1466
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Male,1508
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Total,2974
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Female,240564
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Male,249950
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Total,490514
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Female,159159
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Male,160613
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Total,319772
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Female,3119
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Male,7585
201617,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Total,10704
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Female,14890
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Male,16062
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Total,30952
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Female,1557
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Male,1630
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Total,3187
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Female,196772
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Male,204962
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Total,401734
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Female,138519
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Male,139662
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Total,278181
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Female,2671
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Male,6811
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Total,9482
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Female,20533
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Male,22413
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Total,42946
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Female,3064
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Male,3454
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Total,6518
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Female,255781
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Male,265487
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Total,521268
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Female,180627
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Male,181561
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Total,362188
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Female,4813
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Male,12553
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Total,17366
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Female,32281
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Male,35259
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Total,67540
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Female,2367
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Male,2635
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Total,5002
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Female,251543
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Male,261978
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Total,513521
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Female,185320
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Male,187060
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Total,372380
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Female,3723
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Male,9004
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Total,12727
201617,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Female,73785
201617,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Male,75377
201617,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Total,149162
201617,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Female,4360
201617,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Male,4923
201617,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Total,9283
201617,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Female,367875
201617,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Male,381709
201617,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Total,749584
201617,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Female,252448
201617,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Male,251256
201617,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Total,503704
201617,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Female,5493
201617,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Male,13213
201617,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Total,18706
201617,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Female,72376
201617,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Male,79038
201617,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Total,151414
201617,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Female,2094
201617,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Male,2493
201617,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Total,4587
201617,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Female,355087
201617,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Male,369901
201617,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Total,724988
201617,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Female,249058
201617,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Male,255670
201617,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Total,504728
201617,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Female,5482
201617,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Male,14496
201617,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Total,19978
201617,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Female,28115
201617,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Male,28034
201617,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Total,56149
201617,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Female,1171
201617,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Male,1326
201617,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Total,2497
201617,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Female,203548
201617,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Male,212290
201617,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Total,415838
201617,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Female,154479
201617,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Male,156453
201617,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Total,310932
201617,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Female,2799
201617,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Male,6993
201617,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Total,9792
201718,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Female,284148
201718,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Male,301364
201718,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Total,585512
201718,Academic year,National,E92000001,England,,,Nursery,Total,Female,20271
201718,Academic year,National,E92000001,England,,,Nursery,Total,Male,22573
201718,Academic year,National,E92000001,England,,,Nursery,Total,Total,42844
201718,Academic year,National,E92000001,England,,,Primary,Total,Female,2312399
201718,Academic year,National,E92000001,England,,,Primary,Total,Male,2403845
201718,Academic year,National,E92000001,England,,,Primary,Total,Total,4716244
201718,Academic year,National,E92000001,England,,,Secondary,Total,Female,1623047
201718,Academic year,National,E92000001,England,,,Secondary,Total,Male,1635404
201718,Academic year,National,E92000001,England,,,Secondary,Total,Total,3258451
201718,Academic year,National,E92000001,England,,,Special,Total,Female,36869
201718,Academic year,National,E92000001,England,,,Special,Total,Male,95178
201718,Academic year,National,E92000001,England,,,Special,Total,Total,132047
201718,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Female,5277
201718,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Male,5367
201718,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,10644
201718,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1461
201718,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1628
201718,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,3089
201718,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,109579
201718,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,113893
201718,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,223472
201718,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,77874
201718,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,77726
201718,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,155600
201718,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2073
201718,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,5846
201718,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,7919
201718,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,22455
201718,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,24995
