time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,phase,age,gender,t_pupils
201920,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,10729
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1488
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1530
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,3018
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,109873
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,114556
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,224429
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,79784
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,79057
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,158841
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2322
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,6386
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,8708
201920,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,22963
201920,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,25112
201920,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Total,48075
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Female,2936
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Male,3182
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Total,6118
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Female,322470
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Male,334186
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Total,656656
201920,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Female,219121
201920,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Male,221046
201920,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Total,440167
201920,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Female,5854
201920,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Male,16132
201920,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Total,21986
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Female,14844
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Male,15447
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Total,30291
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Female,1416
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Male,1555
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Total,2971
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Female,239928
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Male,248901
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Total,488829
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Female,167856
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Male,168901
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Total,336757
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Female,3487
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Male,9102
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Total,12589
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Female,14215
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Male,15650
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Total,29865
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Female,1323
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Male,1450
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Total,2773
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Female,199237
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Male,206789
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Total,406026
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Female,145916
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Male,146946
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Total,292862
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Female,3033
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Male,7857
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Total,10890
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Female,20144
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Male,22023
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Total,42167
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Female,3059
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Male,3429
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Total,6488
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Female,256685
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Male,266539
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Total,523224
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Female,192577
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Male,192682
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Total,385259
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Female,5191
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Male,13845
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Total,19036
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Female,32532
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Male,35166
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Total,67698
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Female,2281
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Male,2413
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Total,4694
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Female,256672
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Male,266872
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Total,523544
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Female,194785
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Male,196907
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Total,391692
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Female,4130
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Male,10296
201920,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Total,14426
201920,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Female,73782
201920,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Male,73440
201920,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Total,147222
201920,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Female,4352
201920,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Male,4959
201920,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Total,9311
201920,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Female,361243
201920,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Male,374888
201920,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Total,736131
201920,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Female,272422
201920,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Male,270794
201920,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Total,543216
201920,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Female,6149
201920,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Male,15087
201920,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Total,21236
201920,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Female,72389
201920,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Male,78747
201920,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Total,151136
201920,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Female,2066
201920,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Male,2318
201920,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Total,4384
201920,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Female,359084
201920,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Male,373445
201920,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Total,732529
201920,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Female,267104
201920,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Male,271333
201920,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Total,538437
201920,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Female,6263
201920,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Male,16653
201920,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Total,22916
201920,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Female,26697
201920,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Male,26777
201920,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Total,53474
201920,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Female,1086
201920,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Male,1267
201920,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Total,2353
201920,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Female,207611
201920,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Male,215792
201920,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Total,423403
201920,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Female,160518
201920,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Male,161528
201920,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Total,322046
201920,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Female,3210
201920,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Male,8545
201920,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Total,11755
202021,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Female,277482
202021,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Male,295808
202021,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Total,573290
202021,Academic year,National,E92000001,England,,,Nursery,Total,Female,18031
202021,Academic year,National,E92000001,England,,,Nursery,Total,Male,19834
202021,Academic year,National,E92000001,England,,,Nursery,Total,Total,37865
202021,Academic year,National,E92000001,England,,,Primary,Total,Female,2286214
202021,Academic year,National,E92000001,England,,,Primary,Total,Male,2374049
202021,Academic year,National,E92000001,England,,,Primary,Total,Total,4660263
202021,Academic year,National,E92000001,England,,,Secondary,Total,Female,1740913
202021,Academic year,National,E92000001,England,,,Secondary,Total,Male,1752593
202021,Academic year,National,E92000001,England,,,Secondary,Total,Total,3493506
202021,Academic year,National,E92000001,England,,,Special,Total,Female,40341
202021,Academic year,National,E92000001,England,,,Special,Total,Male,106620
202021,Academic year,National,E92000001,England,,,Special,Total,Total,146961
202021,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Female,5280
202021,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Male,5526
202021,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,10806
202021,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1321
202021,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1347
202021,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,2668
202021,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,108501
202021,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,113262
202021,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,221763
202021,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,81257
202021,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,80357
202021,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,161614
202021,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2443
202021,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,6631
202021,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,9074
202021,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,22794
202021,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,25515
202021,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Total,48309
202021,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Female,2646
202021,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Male,2765
202021,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Total,5411
202021,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Female,319402
202021,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Male,331172
202021,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Total,650574
202021,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Female,223854
202021,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Male,226453
202021,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Total,450307
202021,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Female,6017
202021,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Male,16501
202021,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Total,22518
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Female,14370
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Male,15167
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Total,29537
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Female,1207
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Male,1396
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,Total,2603
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Female,236329
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Male,245097
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,Total,481426
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Female,171263
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Male,173024
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,Total,344287
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Female,3538
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Male,9352
202021,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,Total,12890
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Female,13678
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Male,15285
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,Total,Total,28963
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Female,1224
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Male,1322
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,Total,2546
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Female,197557
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Male,204682
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,Total,402239
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Female,150020
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Male,150774
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,Total,300794
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Female,3044
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Male,8103
202021,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,Total,11147
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Female,19654
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Male,21486
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,Total,Total,41140
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Female,2778
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Male,3078
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,Total,5856
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Female,253980
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Male,263421
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,Total,517401
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Female,196375
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Male,197333
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,Total,393708
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Female,5215
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Male,13988
202021,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,Total,19203
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Female,31650
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Male,34877
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,Total,Total,66527
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Female,2005
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Male,2249
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,Total,4254
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Female,254650
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Male,265008
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,Total,519658
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Female,200585
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Male,202087
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,Total,402672
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Female,4263
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Male,10617
202021,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,Total,14880
202021,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Female,73199
202021,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Male,74003
202021,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,Total,Total,147202
202021,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Female,3974
202021,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Male,4409
202021,Academic year,Regional,E92000001,England,E12000007,London,Nursery,Total,Total,8383
202021,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Female,352077
202021,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Male,365867
202021,Academic year,Regional,E92000001,England,E12000007,London,Primary,Total,Total,717944
202021,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Female,279520
202021,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Male,278806
202021,Academic year,Regional,E92000001,England,E12000007,London,Secondary,Total,Total,558326
202021,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Female,6066
202021,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Male,15343
202021,Academic year,Regional,E92000001,England,E12000007,London,Special,Total,Total,21409
202021,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Female,71039
202021,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Male,77656
202021,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,Total,Total,148695
202021,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Female,1913
202021,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Male,2116
202021,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,Total,4029
202021,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Female,357683
202021,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Male,371558
202021,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,Total,729241
202021,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Female,274167
202021,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Male,278410
202021,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,Total,552577
202021,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Female,6462
202021,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Male,17213
202021,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,Total,23675
202021,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Female,25818
202021,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Male,26293
202021,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,Total,Total,52111
202021,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Female,963
202021,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Male,1152
202021,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,Total,2115
202021,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Female,206035
202021,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Male,213982
202021,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,Total,420017
202021,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Female,163872
202021,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Male,165349
202021,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,Total,329221
202021,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Female,3293
202021,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Male,8872
202021,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,Total,12165
202122,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Female,283742
202122,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Male,301650
202122,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,Total,585392
202122,Academic year,National,E92000001,England,,,Nursery,Total,Female,18014
202122,Academic year,National,E92000001,England,,,Nursery,Total,Male,20022
202122,Academic year,National,E92000001,England,,,Nursery,Total,Total,38036
202122,Academic year,National,E92000001,England,,,Primary,Total,Female,2284646
202122,Academic year,National,E92000001,England,,,Primary,Total,Male,2370867
202122,Academic year,National,E92000001,England,,,Primary,Total,Total,4655513
202122,Academic year,National,E92000001,England,,,Secondary,Total,Female,1774345
202122,Academic year,National,E92000001,England,,,Secondary,Total,Male,1793027
202122,Academic year,National,E92000001,England,,,Secondary,Total,Total,3567372
202122,Academic year,National,E92000001,England,,,Special,Total,Female,42111
202122,Academic year,National,E92000001,England,,,Special,Total,Male,111599
202122,Academic year,National,E92000001,England,,,Special,Total,Total,153710
202122,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Female,5433
202122,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Male,5732
202122,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,Total,Total,11165
202122,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Female,1210
202122,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Male,1348
202122,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,Total,2558
202122,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Female,108190
202122,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Male,112665
202122,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,Total,220855
202122,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Female,82242
202122,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Male,81740
202122,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,Total,163982
202122,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Female,2563
202122,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Male,7068
202122,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,Total,9631
202122,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Female,23647
202122,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Male,26231
202122,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,Total,Total,49878
202122,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Female,2582
202122,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Male,2843
202122,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,Total,5425
202122,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Female,320485
202122,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Male,331847
202122,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,Total,652332
202122,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Female,227925
202122,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Male,231407
202122,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,Total,459332
202122,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Female,6325
202122,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Male,17373
202122,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,Total,23698
202122,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,Total,Female,14596
