time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,phase,gender,t_fte_teachers
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Male,758.27
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,2869.009091
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Female,37698.7325
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Male,12936.19294
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Total,50653.65909
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Female,37698.7325
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Male,12936.19294
201718,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Total,50653.65909
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Female,124.33
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Male,1
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,125.33
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Female,20806.752074
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Male,3534.901967
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,24344.654041
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Female,14194.10709
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Male,8677.222911
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,22875.14
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Female,1744.150065
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Male,627.0317528
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,2371.181818
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Female,37151.83923
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Male,12914.91663
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Total,50073.56586
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Female,37151.83923
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Male,12914.91663
201718,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Total,50073.56586
201718,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Female,129.32
201718,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Male,7.4
201718,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,136.72
201718,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Female,29326.020968
201718,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Male,4946.319032
201718,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,34272.34
201718,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Female,19452.39445
201718,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Male,11745.78874
201718,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,31200.2
201718,Academic year,Regional,E92000001,England,E12000008,South East,Special,Female,2832.709855
201718,Academic year,Regional,E92000001,England,E12000008,South East,Special,Male,1005.156522
201718,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,3837.866377
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total,Female,52314.74527
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total,Male,17846.5643
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total,Total,70163.32638
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Female,52314.74527
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Male,17846.5643
201718,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Total,70163.32638
201718,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Female,79.09
201718,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Male,12.2
201718,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,91.29
201718,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Female,16348.899953
201718,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Male,3580.42667
201718,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,19930.326623
201718,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Female,11562.28689
201718,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Male,7332.642373
201718,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,18896.4
201718,Academic year,Regional,E92000001,England,E12000009,South West,Special,Female,1416.608636
201718,Academic year,Regional,E92000001,England,E12000009,South West,Special,Male,624.6627273
201718,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,2041.271364
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total,Female,29656.33548
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total,Male,11611.92177
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total,Total,41270.72799
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Female,29656.33548
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Male,11611.92177
201718,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Total,41270.72799
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Female,188.4666667
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Male,16.93333333
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Total,205.4
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Female,11000.32
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Male,2548.08
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Total,13549.4
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Female,7545.218
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Male,4787.437
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Total,12340.655
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Female,1008.746667
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Male,451.0233333
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Total,1459.77
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Female,19900.93133
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Male,7856.683667
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Total,27766.615
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Female,19900.93133
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Male,7856.683667
201718,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Total,27766.615
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Female,100.22
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Male,7.15
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Total,107.37
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Female,19485.89
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Male,3501.59
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Total,22990.48
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Female,13823.28477
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Male,7982.455621
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Total,21812.39922
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Female,1687.686265
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Male,632.8437349
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Total,2320.53
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Female,35352.21104
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Male,12222.60936
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Total,47584.47922
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Female,35352.21104
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Male,12222.60936
201718,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Total,47584.47922
201819,Academic year,National,E92000001,England,,,Non-maintained mainstream,Female,48431.5
201819,Academic year,National,E92000001,England,,,Non-maintained mainstream,Male,27608
201819,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,76039.5
201819,Academic year,National,E92000001,England,,,Nursery,Female,1160.182518
201819,Academic year,National,E92000001,England,,,Nursery,Male,57.60748153
201819,Academic year,National,E92000001,England,,,Nursery,Total,1217.79
201819,Academic year,National,E92000001,England,,,Primary,Female,186567.0482
201819,Academic year,National,E92000001,England,,,Primary,Male,34264.57505
201819,Academic year,National,E92000001,England,,,Primary,Total,220922.55734
201819,Academic year,National,E92000001,England,,,Secondary,Female,127746.1482
201819,Academic year,National,E92000001,England,,,Secondary,Male,76008.60158
201819,Academic year,National,E92000001,England,,,Secondary,Total,203780.8101
201819,Academic year,National,E92000001,England,,,Special,Female,17124.40221
201819,Academic year,National,E92000001,England,,,Special,Male,6498.45294
201819,Academic year,National,E92000001,England,,,Special,Total,23624.85515
201819,Academic year,National,E92000001,England,,,Total,Female,384085.801
201819,Academic year,National,E92000001,England,,,Total,Male,145243.617
201819,Academic year,National,E92000001,England,,,Total,Total,529448.4126
201819,Academic year,National,E92000001,England,,,Total maintained,Female,335654.301
201819,Academic year,National,E92000001,England,,,Total maintained,Male,117635.617
201819,Academic year,National,E92000001,England,,,Total maintained,Total,453408.9126
201819,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Female,69.04
201819,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Male,1
201819,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,70.04
201819,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Female,9053.891464
201819,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Male,1543.1785359
201819,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,10598.07
201819,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Female,6162.240233
201819,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Male,3446.070724
201819,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,9610.42
201819,Academic year,Regional,E92000001,England,E12000001,North East,Special,Female,944.5905405
201819,Academic year,Regional,E92000001,England,E12000001,North East,Special,Male,398.5594595
201819,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,1344.15
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total,Female,16402.37224
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total,Male,5442.308719
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total,Total,21848.79
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Female,16402.37224
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Male,5442.308719
201819,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Total,21848.79
201819,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Female,179.94
201819,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Male,4.36
201819,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,184.3
201819,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Female,25573.577589
201819,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Male,4665.6644616
201819,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,30246.741526
201819,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Female,17427.77329
201819,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Male,9684.580403
201819,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Total,27112.3537
201819,Academic year,Regional,E92000001,England,E12000002,North West,Special,Female,2450.56101
201819,Academic year,Regional,E92000001,England,E12000002,North West,Special,Male,881.3989897
201819,Academic year,Regional,E92000001,England,E12000002,North West,Special,Total,3331.96
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total,Female,46010.03189
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total,Male,15336.98385
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total,Total,61354.51523
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total maintained,Female,46010.03189
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total maintained,Male,15336.98385
201819,Academic year,Regional,E92000001,England,E12000002,North West,Total maintained,Total,61354.51523
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Female,72.29
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Male,4.18
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,Total,76.47
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Female,18517.240942
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Male,3434.336624
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,Total,21951.777565
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Female,12128.24557
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Male,7533.234426
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,Total,19662.08
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Female,1365.731458
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Male,558.769653
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,Total,1924.501111
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Female,32527.97797
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Male,11662.2907
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Total,44191.06868
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total maintained,Female,32527.97797
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total maintained,Male,11662.2907
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total maintained,Total,44191.06868
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Female,81.85342756
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Male,0.576572438
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,Total,82.43
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Female,15781.44233
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Male,2859.846773
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,Total,18644.299629
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Female,10534.3434
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Male,6490.110749
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,Total,17027.00453
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Female,1208.32466
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Male,457.3581976
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,Total,1665.682857
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Female,27859.73382
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Male,9856.812292
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Total,37722.10702
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total maintained,Female,27859.73382
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total maintained,Male,9856.812292
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total maintained,Total,37722.10702
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Female,144.72
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Male,7
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,Total,151.72
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Female,20287.538191
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Male,3612.494089
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,Total,23972.03228
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Female,14765.74533
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Male,8438.944705
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,Total,23210.84092
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Female,2113.542727
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Male,760.85
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,Total,2875.392727
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Female,37737.15625
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Male,12913.16879
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Total,50729.47592
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Female,37737.15625
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Male,12913.16879
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total maintained,Total,50729.47592
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Female,123.73
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Male,1.4
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,Total,125.13
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Female,20921.758767
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Male,3555.471253
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,Total,24478.36635
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Female,14113.32733
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Male,8684.306732
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,Total,22808.63406
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Female,1828.194142
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Male,649.9635498
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Special,Total,2478.157692
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Female,37231.11024
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Male,12953.62153
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Total,50196.86811
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Female,37231.11024
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Male,12953.62153
201819,Academic year,Regional,E92000001,England,E12000006,East of England,Total maintained,Total,50196.86811
201819,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Female,135.27
201819,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Male,9
201819,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,Total,144.27
201819,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Female,29507.618381
201819,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Male,4952.381621
201819,Academic year,Regional,E92000001,England,E12000008,South East,Primary,Total,34461
201819,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Female,19501.19892
201819,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Male,11728.89775
201819,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,Total,31232.09667
201819,Academic year,Regional,E92000001,England,E12000008,South East,Special,Female,2921.448676
201819,Academic year,Regional,E92000001,England,E12000008,South East,Special,Male,1035.569506
201819,Academic year,Regional,E92000001,England,E12000008,South East,Special,Total,3957.018182
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total,Female,52586.52597
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total,Male,17842.04888
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total,Total,70431.57485
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Female,52586.52597
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Male,17842.04888
201819,Academic year,Regional,E92000001,England,E12000008,South East,Total maintained,Total,70431.57485
201819,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Female,66.82
201819,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Male,10.6
201819,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,Total,77.42
201819,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Female,16401.506893
201819,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Male,3590.013107
201819,Academic year,Regional,E92000001,England,E12000009,South West,Primary,Total,19992.52
201819,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Female,11601.29
201819,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Male,7262.42
201819,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,Total,18864.36
201819,Academic year,Regional,E92000001,England,E12000009,South West,Special,Female,1449.727325
201819,Academic year,Regional,E92000001,England,E12000009,South West,Special,Male,615.6635844
201819,Academic year,Regional,E92000001,England,E12000009,South West,Special,Total,2065.390909
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total,Female,29749.47422
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total,Male,11539.04669
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total,Total,41290.17091
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Female,29749.47422
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Male,11539.04669
201819,Academic year,Regional,E92000001,England,E12000009,South West,Total maintained,Total,41290.17091
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Female,182.5790909
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Male,13.69090909
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Nursery,Total,196.27
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Female,10956.473658
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Male,2574.0763417
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Primary,Total,13531.55
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Female,7618.894072
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Male,4737.582357
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Secondary,Total,12356.47643
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Female,1037.576667
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Male,481.41
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Special,Total,1518.986667
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Female,19944.04349
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Male,7853.539607
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total,Total,27798.5831
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Female,19944.04349
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Male,7853.539607
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,Total maintained,Total,27798.5831
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Female,103.94
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Male,5.8
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Nursery,Total,109.74
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Female,19565.999937
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Male,3477.11224
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Primary,Total,23046.2
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Female,13893.09001
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Male,8002.453737
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Secondary,Total,21896.54375
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Female,1804.705
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Male,658.91
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Special,Total,2463.615
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Female,35605.87495
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Male,12235.79598
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total,Total,47845.75875
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Female,35605.87495
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Male,12235.79598
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,Total maintained,Total,47845.75875
201920,Academic year,National,E92000001,England,,,Non-maintained mainstream,Female,49080
201920,Academic year,National,E92000001,England,,,Non-maintained mainstream,Male,27278.5
201920,Academic year,National,E92000001,England,,,Non-maintained mainstream,Total,76358.5
201920,Academic year,National,E92000001,England,,,Nursery,Female,1131.53
201920,Academic year,National,E92000001,England,,,Nursery,Male,65.26
201920,Academic year,National,E92000001,England,,,Nursery,Total,1196.79
201920,Academic year,National,E92000001,England,,,Primary,Female,185819.08889
201920,Academic year,National,E92000001,England,,,Primary,Male,34094.39681
201920,Academic year,National,E92000001,England,,,Primary,Total,219960.74278
201920,Academic year,National,E92000001,England,,,Secondary,Female,128751.2051
201920,Academic year,National,E92000001,England,,,Secondary,Male,75938.10806
201920,Academic year,National,E92000001,England,,,Secondary,Total,204713.8939
201920,Academic year,National,E92000001,England,,,Special,Female,17756.99563
201920,Academic year,National,E92000001,England,,,Special,Male,6524.097146
201920,Academic year,National,E92000001,England,,,Special,Total,24282.09278
201920,Academic year,National,E92000001,England,,,Total,Female,385494.7196
201920,Academic year,National,E92000001,England,,,Total,Male,144570.582
201920,Academic year,National,E92000001,England,,,Total,Total,530177.9795
201920,Academic year,National,E92000001,England,,,Total maintained,Female,336414.7196
201920,Academic year,National,E92000001,England,,,Total maintained,Male,117292.082
201920,Academic year,National,E92000001,England,,,Total maintained,Total,453819.4795
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Female,68.34
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Male,1
201920,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,Total,69.34
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Female,8998.62
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Male,1506.44
201920,Academic year,Regional,E92000001,England,E12000001,North East,Primary,Total,10505.06
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Female,6198.36
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Male,3375.13
201920,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,Total,9573.49
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Female,979.1766667
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Male,391.09
201920,Academic year,Regional,E92000001,England,E12000001,North East,Special,Total,1370.266667
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total,Female,16416.73667
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total,Male,5306.47
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total,Total,21723.20667
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Female,16416.73667
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Male,5306.47
201920,Academic year,Regional,E92000001,England,E12000001,North East,Total maintained,Total,21723.20667
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Female,177.26
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Male,3.36
201920,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,Total,180.62
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Female,25442.269249
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Male,4662.7841557
201920,Academic year,Regional,E92000001,England,E12000002,North West,Primary,Total,30128.829244
201920,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,Female,17451.5787
