time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,phase,t_schools
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,98
201617,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,2214
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Non-maintained mainstream,214
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Nursery,61
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Primary,1776
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Secondary,419
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Special,164
201617,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,2634
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Non-maintained mainstream,234
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Nursery,39
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Primary,1993
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Secondary,392
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Special,135
201617,Academic year,Regional,E92000001,England,E12000006,East of England,Total,2793
201617,Academic year,Regional,E92000001,England,E12000007,London,Non-maintained mainstream,554
201617,Academic year,Regional,E92000001,England,E12000007,London,Nursery,80
201617,Academic year,Regional,E92000001,England,E12000007,London,Primary,1816
201617,Academic year,Regional,E92000001,England,E12000007,London,Secondary,498
201617,Academic year,Regional,E92000001,England,E12000007,London,Special,199
201617,Academic year,Regional,E92000001,England,E12000007,London,Total,3147
201617,Academic year,Regional,E92000001,England,E12000008,South East,Non-maintained mainstream,541
201617,Academic year,Regional,E92000001,England,E12000008,South East,Nursery,43
201617,Academic year,Regional,E92000001,England,E12000008,South East,Primary,2598
201617,Academic year,Regional,E92000001,England,E12000008,South East,Secondary,502
201617,Academic year,Regional,E92000001,England,E12000008,South East,Special,205
201617,Academic year,Regional,E92000001,England,E12000008,South East,Total,3889
201617,Academic year,Regional,E92000001,England,E12000009,South West,Non-maintained mainstream,215
201617,Academic year,Regional,E92000001,England,E12000009,South West,Nursery,18
201617,Academic year,Regional,E92000001,England,E12000009,South West,Primary,1870
201617,Academic year,Regional,E92000001,England,E12000009,South West,Secondary,342
201617,Academic year,Regional,E92000001,England,E12000009,South West,Special,122
201617,Academic year,Regional,E92000001,England,E12000009,South West,Total,2567
201718,Academic year,National,E92000001,England,,,Non-maintained mainstream,2379
201718,Academic year,National,E92000001,England,,,Nursery,399
201718,Academic year,National,E92000001,England,,,Primary,16766
201718,Academic year,National,E92000001,England,,,Secondary,3436
201718,Academic year,National,E92000001,England,,,Special,1336
201718,Academic year,National,E92000001,England,,,Total,24316
201718,Academic year,Regional,E92000001,England,E12000001,North East,Non-maintained mainstream,51
201718,Academic year,Regional,E92000001,England,E12000001,North East,Nursery,33
201718,Academic year,Regional,E92000001,England,E12000001,North East,Primary,861
201718,Academic year,Regional,E92000001,England,E12000001,North East,Secondary,180
201718,Academic year,Regional,E92000001,England,E12000001,North East,Special,78
201718,Academic year,Regional,E92000001,England,E12000001,North East,Total,1203
201718,Academic year,Regional,E92000001,England,E12000002,North West,Non-maintained mainstream,262
201718,Academic year,Regional,E92000001,England,E12000002,North West,Nursery,68
201718,Academic year,Regional,E92000001,England,E12000002,North West,Primary,2446
201718,Academic year,Regional,E92000001,England,E12000002,North West,Secondary,469
201718,Academic year,Regional,E92000001,England,E12000002,North West,Special,209
201718,Academic year,Regional,E92000001,England,E12000002,North West,Total,3454
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Non-maintained mainstream,148
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Nursery,27
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Primary,1775
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Secondary,323
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Special,116
201718,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,2389
201718,Academic year,Regional,E92000001,England,E12000004,East Midlands,Non-maintained mainstream,157
201718,Academic year,Regional,E92000001,England,E12000004,East Midlands,Nursery,32
201718,Academic year,Regional,E92000001,England,E12000004,East Midlands,Primary,1634
201718,Academic year,Regional,E92000001,England,E12000004,East Midlands,Secondary,291
201718,Academic year,Regional,E92000001,England,E12000004,East Midlands,Special,100
