time_period,time_identifier,geographic_level,country_code,country_name,education_function,expenditure_type,expenditure_level,t_expenditure_millions,t_expenditure_real_terms_millions,pt_expenditure_of_gdp
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Central,2203.203,z,z
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Central,450.89400000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Central,2654.0969999999998,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Current,Central,38249.981999999996,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Capital,Central,5502.7790000000005,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Total,Central,43752.760999999999,z,z
201819,Financial year,National,K02000001,United Kingdom,Under fives,Current,Total,3850.4820000000004,z,z
201819,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Total,75.548000000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Under fives,Total,Total,3926.03,z,z
201819,Financial year,National,K02000001,United Kingdom,Primary education,Current,Total,24488.009000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Total,2151.7240000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Primary education,Total,Total,26639.733,z,z
201819,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Total,39374.740000000005,z,z
201819,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Total,3702.8720000000003,z,z
201819,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Total,43077.612000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Total,444.572,z,z
201819,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Total,40.271000000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Total,484.84300000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Total,4330.7700000000004,z,z
201819,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Total,290.60599999999999,z,z
201819,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Total,4621.3760000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Total,3634.9160000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Total,11.164,z,z
201819,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Total,3646.08,z,z
201819,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Total,-0.19600000000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Total,2259.364,z,z
201819,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Total,2259.1680000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Total,2235.7530000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Total,450.89400000000001,z,z
201819,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Total,2686.6469999999999,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Current,Total,78359.046000000002,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Capital,Total,8982.4430000000011,z,z
201819,Financial year,National,K02000001,United Kingdom,Total,Total,Total,87341.489000000016,100763.37162753,4.0116023538252
201920,Financial year,National,K02000001,United Kingdom,Under fives,Current,Local,3969.5889999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Local,155.92000000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Total,Local,4125.509,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Current,Local,24084.141,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Local,1968.0820000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Total,Local,26052.222999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Local,8980.2489999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Local,1142.3800000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Local,10122.629000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Local,472.77100000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Local,56.172000000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Local,528.94299999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Local,3510.1260000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Local,22.14,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Local,3532.2660000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Local,36.082000000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Local,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Local,36.082000000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Current,Local,41052.958000000006,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Capital,Local,3344.694,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Total,Local,44397.652000000009,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Current,Central,109.416,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Central,0.71,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Total,Central,110.12599999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Current,Central,777.00400000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Central,66.352000000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Total,Central,843.35599999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Central,32815.385999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Central,2064.1460000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Central,34879.531999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Central,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Central,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Central,0,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Central,4132.5870000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Central,239.53,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Central,4372.1170000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Central,648.72199999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Central,3.64,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Central,652.36199999999997,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Central,-0.22800000000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Central,2323.8389999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Central,2323.6109999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Central,1865.6849999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Central,205.52600000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Central,2071.2109999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Current,Central,40348.571999999993,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Capital,Central,4903.7430000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Total,Central,45252.314999999995,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Current,Total,4079.0050000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Total,156.63000000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Under fives,Total,Total,4235.6350000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Current,Total,24861.145,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Total,2034.4340000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Primary education,Total,Total,26895.578999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Total,41795.634999999995,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Total,3206.5260000000003,z,z
201920,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Total,45002.161,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Total,472.77100000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Total,56.172000000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Total,528.94299999999998,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Total,4132.5870000000004,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Total,239.53,z,z
201920,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Total,4372.1170000000002,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Total,4158.848,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Total,25.78,z,z
201920,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Total,4184.6279999999997,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Total,-0.22800000000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Total,2323.8389999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Total,2323.6109999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Total,1901.7670000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Total,205.52600000000001,z,z
201920,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Total,2107.2929999999997,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Current,Total,81401.53,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Capital,Total,8248.4369999999999,z,z
201920,Financial year,National,K02000001,United Kingdom,Total,Total,Total,89649.967000000004,100805.054309938,3.98546502814277
202021,Financial year,National,K02000001,United Kingdom,Under fives,Current,Local,4289.0600000000004,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Local,167.24100000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Total,Local,4456.3010000000004,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Current,Local,24717.33,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Local,1689.175,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Total,Local,26406.505000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Local,9198.0480000000007,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Local,1143.501,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Local,10341.549000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Local,508.815,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Local,62.375,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Local,571.19000000000005,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Local,3885.5410000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Local,27.59,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Local,3913.1310000000003,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Local,44.669000000000004,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Local,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Local,44.669000000000004,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Current,Local,42643.463000000003,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Capital,Local,3089.8820000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Total,Local,45733.345000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Current,Central,196.20400000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Central,0.49,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Total,Central,196.69400000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Current,Central,824.11699999999996,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Central,58.695999999999998,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Total,Central,882.81299999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Central,34979.559000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Central,2135.6590000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Central,37115.218000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Central,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Central,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Central,0,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Central,4117.4800000000005,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Central,780.48800000000006,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Central,4897.9680000000008,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Central,842.73599999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Central,15.116,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Central,857.85199999999998,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Central,-6.1379999999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Central,2697.7159999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Central,2691.578,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Central,1798.2719999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Central,232.55700000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Central,2030.829,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Current,Central,42752.23,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Capital,Central,5920.7220000000007,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Total,Central,48672.952000000005,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Current,Total,4485.2640000000001,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Total,167.73100000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Under fives,Total,Total,4652.9950000000008,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Current,Total,25541.447,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Total,1747.8709999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Primary education,Total,Total,27289.317999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Total,44177.607000000004,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Total,3279.16,z,z
202021,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Total,47456.767,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Total,508.815,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Total,62.375,z,z
202021,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Total,571.19000000000005,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Total,4117.4800000000005,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Total,780.48800000000006,z,z
202021,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Total,4897.9680000000008,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Total,4728.277,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Total,42.706000000000003,z,z
202021,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Total,4770.9830000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Total,-6.1379999999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Total,2697.7159999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Total,2691.578,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Total,1842.941,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Total,232.55700000000002,z,z
202021,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Total,2075.498,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Current,Total,85395.692999999999,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Capital,Total,9010.6040000000012,z,z
202021,Financial year,National,K02000001,United Kingdom,Total,Total,Total,94406.297000000006,99893.7609714444,4.52743697978711
202122,Financial year,National,K02000001,United Kingdom,Under fives,Current,Local,4328.0339999999997,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Local,165.172,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Total,Local,4493.2059999999992,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Current,Local,25860.742000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Local,1846.02,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Total,Local,27706.762000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Local,9505.6920000000009,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Local,1229.5740000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Local,10735.266000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Local,591.17500000000007,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Local,42.363,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Local,633.53800000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Local,4293.7560000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Local,16.336000000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Local,4310.0920000000006,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Local,38.948999999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Local,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Local,38.948999999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Current,Local,44618.348000000005,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Capital,Local,3299.4649999999997,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Total,Local,47917.813000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Current,Central,128.952,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Central,0.94900000000000007,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Total,Central,129.90100000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Current,Central,870.78499999999997,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Central,53.372,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Total,Central,924.15699999999993,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Central,37682.792000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Central,2229.6240000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Central,39912.416000000005,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Central,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Central,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Central,0,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Central,4128.7120000000004,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Central,591.59699999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Central,4720.3090000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Central,814.39499999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Central,34.158999999999999,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Central,848.55399999999997,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Central,-0.28300000000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Central,2608.4430000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Central,2608.1600000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Central,1828.895,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Central,294.726,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Central,2123.6210000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Current,Central,45454.247999999992,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Capital,Central,5812.87,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Total,Central,51267.117999999995,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Current,Total,4456.9859999999999,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Total,166.12100000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Under fives,Total,Total,4623.1069999999991,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Current,Total,26731.527000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Total,1899.3920000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Primary education,Total,Total,28630.919000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Total,47188.484000000004,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Total,3459.1980000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Total,50647.682000000008,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Total,591.17500000000007,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Total,42.363,z,z
202122,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Total,633.53800000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Total,4128.7120000000004,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Total,591.59699999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Total,4720.3090000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Total,5108.1509999999998,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Total,50.495000000000005,z,z
202122,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Total,5158.6460000000006,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Total,-0.28300000000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Total,2608.4430000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Total,2608.1600000000003,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Total,1867.8440000000001,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Total,294.726,z,z
202122,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Total,2162.5700000000002,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Current,Total,90072.59599999999,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Capital,Total,9112.3349999999991,z,z
202122,Financial year,National,K02000001,United Kingdom,Total,Total,Total,99184.930999999997,105681.939600841,4.24246691592095
202223,Financial year,National,K02000001,United Kingdom,Under fives,Current,Local,4199.0950000000003,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Local,174.31399999999999,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Total,Local,4373.4090000000006,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Current,Local,26493.21,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Local,1846.1290000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Total,Local,28339.339,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Local,10153.011,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Local,1203.26,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Local,11356.271000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Local,711.83799999999997,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Local,36.414999999999999,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Local,748.25299999999993,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Local,4322.3509999999997,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Local,18.690999999999999,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Local,4341.0419999999995,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Local,0,z,z
